Station,Parameter,Date (localtime),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration
Embassy Kathmandu,O3,2019-01-04 08:00 AM,2019,1,4,8,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 09:00 AM,2019,1,4,9,-999.0,-999,N/A,3.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 10:00 AM,2019,1,4,10,-999.0,-999,N/A,17.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 11:00 AM,2019,1,4,11,-999.0,-999,N/A,33.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 12:00 PM,2019,1,4,12,-999.0,-999,N/A,39.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 01:00 PM,2019,1,4,13,-999.0,-999,N/A,40.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 02:00 PM,2019,1,4,14,-999.0,-999,N/A,46.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 03:00 PM,2019,1,4,15,-999.0,-999,N/A,40.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 04:00 PM,2019,1,4,16,-999.0,-999,N/A,34.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 05:00 PM,2019,1,4,17,-999.0,-999,N/A,29.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 06:00 PM,2019,1,4,18,-999.0,-999,N/A,19.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 07:00 PM,2019,1,4,19,-999.0,-999,N/A,17.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 08:00 PM,2019,1,4,20,-999.0,-999,N/A,9.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 09:00 PM,2019,1,4,21,-999.0,-999,N/A,10.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 10:00 PM,2019,1,4,22,-999.0,-999,N/A,11.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-04 11:00 PM,2019,1,4,23,-999.0,-999,N/A,6.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 12:00 AM,2019,1,5,0,-999.0,-999,N/A,4.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 01:00 AM,2019,1,5,1,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 02:00 AM,2019,1,5,2,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 03:00 AM,2019,1,5,3,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 04:00 AM,2019,1,5,4,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 05:00 AM,2019,1,5,5,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 06:00 AM,2019,1,5,6,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 08:00 AM,2019,1,5,8,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 09:00 AM,2019,1,5,9,-999.0,-999,N/A,3.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 10:00 AM,2019,1,5,10,-999.0,-999,N/A,16.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 11:00 AM,2019,1,5,11,-999.0,-999,N/A,34.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 12:00 PM,2019,1,5,12,-999.0,-999,N/A,44.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 01:00 PM,2019,1,5,13,-999.0,-999,N/A,41.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 02:00 PM,2019,1,5,14,-999.0,-999,N/A,42.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 03:00 PM,2019,1,5,15,-999.0,-999,N/A,40.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 04:00 PM,2019,1,5,16,-999.0,-999,N/A,36.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 05:00 PM,2019,1,5,17,-999.0,-999,N/A,32.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 06:00 PM,2019,1,5,18,-999.0,-999,N/A,25.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 07:00 PM,2019,1,5,19,-999.0,-999,N/A,11.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 08:00 PM,2019,1,5,20,-999.0,-999,N/A,6.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 09:00 PM,2019,1,5,21,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 10:00 PM,2019,1,5,22,-999.0,-999,N/A,4.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-05 11:00 PM,2019,1,5,23,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 12:00 AM,2019,1,6,0,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 01:00 AM,2019,1,6,1,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 02:00 AM,2019,1,6,2,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 03:00 AM,2019,1,6,3,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 04:00 AM,2019,1,6,4,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 05:00 AM,2019,1,6,5,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 06:00 AM,2019,1,6,6,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 07:00 AM,2019,1,6,7,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 08:00 AM,2019,1,6,8,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 09:00 AM,2019,1,6,9,-999.0,-999,N/A,4.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 10:00 AM,2019,1,6,10,-999.0,-999,N/A,17.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 11:00 AM,2019,1,6,11,-999.0,-999,N/A,34.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 12:00 PM,2019,1,6,12,-999.0,-999,N/A,38.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 01:00 PM,2019,1,6,13,-999.0,-999,N/A,43.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 02:00 PM,2019,1,6,14,-999.0,-999,N/A,47.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 03:00 PM,2019,1,6,15,-999.0,-999,N/A,46.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 04:00 PM,2019,1,6,16,-999.0,-999,N/A,38.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 05:00 PM,2019,1,6,17,-999.0,-999,N/A,29.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 06:00 PM,2019,1,6,18,-999.0,-999,N/A,18.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 07:00 PM,2019,1,6,19,-999.0,-999,N/A,6.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 08:00 PM,2019,1,6,20,-999.0,-999,N/A,2.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 09:00 PM,2019,1,6,21,-999.0,-999,N/A,6.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 10:00 PM,2019,1,6,22,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-06 11:00 PM,2019,1,6,23,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 12:00 AM,2019,1,7,0,-999.0,-999,N/A,8.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 01:00 AM,2019,1,7,1,-999.0,-999,N/A,5.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 02:00 AM,2019,1,7,2,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 03:00 AM,2019,1,7,3,-999.0,-999,N/A,3.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 04:00 AM,2019,1,7,4,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 05:00 AM,2019,1,7,5,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 06:00 AM,2019,1,7,6,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 07:00 AM,2019,1,7,7,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 08:00 AM,2019,1,7,8,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 09:00 AM,2019,1,7,9,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 10:00 AM,2019,1,7,10,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 11:00 AM,2019,1,7,11,-999.0,-999,N/A,9.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 12:00 PM,2019,1,7,12,-999.0,-999,N/A,21.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 01:00 PM,2019,1,7,13,-999.0,-999,N/A,25.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 02:00 PM,2019,1,7,14,-999.0,-999,N/A,26.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 03:00 PM,2019,1,7,15,-999.0,-999,N/A,27.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 04:00 PM,2019,1,7,16,-999.0,-999,N/A,27.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 05:00 PM,2019,1,7,17,-999.0,-999,N/A,23.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 06:00 PM,2019,1,7,18,-999.0,-999,N/A,4.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 07:00 PM,2019,1,7,19,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 08:00 PM,2019,1,7,20,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 09:00 PM,2019,1,7,21,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 10:00 PM,2019,1,7,22,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-07 11:00 PM,2019,1,7,23,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 12:00 AM,2019,1,8,0,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 01:00 AM,2019,1,8,1,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 02:00 AM,2019,1,8,2,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 03:00 AM,2019,1,8,3,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 04:00 AM,2019,1,8,4,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 05:00 AM,2019,1,8,5,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 06:00 AM,2019,1,8,6,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 07:00 AM,2019,1,8,7,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 08:00 AM,2019,1,8,8,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 09:00 AM,2019,1,8,9,-999.0,-999,N/A,2.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 10:00 AM,2019,1,8,10,-999.0,-999,N/A,10.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 11:00 AM,2019,1,8,11,-999.0,-999,N/A,31.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 12:00 PM,2019,1,8,12,-999.0,-999,N/A,45.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 01:00 PM,2019,1,8,13,-999.0,-999,N/A,42.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 02:00 PM,2019,1,8,14,-999.0,-999,N/A,46.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 03:00 PM,2019,1,8,15,-999.0,-999,N/A,39.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 04:00 PM,2019,1,8,16,-999.0,-999,N/A,30.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 05:00 PM,2019,1,8,17,-999.0,-999,N/A,25.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 06:00 PM,2019,1,8,18,-999.0,-999,N/A,19.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 07:00 PM,2019,1,8,19,-999.0,-999,N/A,16.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 08:00 PM,2019,1,8,20,-999.0,-999,N/A,17.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 09:00 PM,2019,1,8,21,-999.0,-999,N/A,10.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 10:00 PM,2019,1,8,22,-999.0,-999,N/A,3.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-08 11:00 PM,2019,1,8,23,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 12:00 AM,2019,1,9,0,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 01:00 AM,2019,1,9,1,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 02:00 AM,2019,1,9,2,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 03:00 AM,2019,1,9,3,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 04:00 AM,2019,1,9,4,-999.0,-999,N/A,4.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 05:00 AM,2019,1,9,5,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 06:00 AM,2019,1,9,6,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 07:00 AM,2019,1,9,7,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 08:00 AM,2019,1,9,8,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 09:00 AM,2019,1,9,9,-999.0,-999,N/A,1.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 10:00 AM,2019,1,9,10,-999.0,-999,N/A,9.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 11:00 AM,2019,1,9,11,-999.0,-999,N/A,18.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 12:00 PM,2019,1,9,12,-999.0,-999,N/A,35.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 01:00 PM,2019,1,9,13,-999.0,-999,N/A,41.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 02:00 PM,2019,1,9,14,-999.0,-999,N/A,35.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 03:00 PM,2019,1,9,15,-999.0,-999,N/A,25.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 04:00 PM,2019,1,9,16,-999.0,-999,N/A,23.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 05:00 PM,2019,1,9,17,-999.0,-999,N/A,19.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 06:00 PM,2019,1,9,18,-999.0,-999,N/A,14.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 07:00 PM,2019,1,9,19,-999.0,-999,N/A,14.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 08:00 PM,2019,1,9,20,-999.0,-999,N/A,20.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 09:00 PM,2019,1,9,21,-999.0,-999,N/A,10.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 10:00 PM,2019,1,9,22,-999.0,-999,N/A,4.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-09 11:00 PM,2019,1,9,23,-999.0,-999,N/A,5.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-10 12:00 AM,2019,1,10,0,-999.0,-999,N/A,2.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-10 01:00 AM,2019,1,10,1,-999.0,-999,N/A,2.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-10 02:00 AM,2019,1,10,2,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-10 03:00 AM,2019,1,10,3,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-10 04:00 AM,2019,1,10,4,-999.0,-999,N/A,0.0,PPB,1 Hr
Embassy Kathmandu,O3,2019-01-10 05:00 AM,2019,1,10,5,-999.0,-999,N/A,0.0,PPB,1 Hr
