Station,Parameter,Date (localtime),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration
Embassy Kathmandu,PM2.5 - Principal,2019-01-01 07:00 PM,2019,1,1,19,69.7,158,Unhealthy,91.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-01 08:00 PM,2019,1,1,20,79.8,164,Unhealthy,90.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-01 09:00 PM,2019,1,1,21,96.4,172,Unhealthy,113.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-01 10:00 PM,2019,1,1,22,91.7,170,Unhealthy,87.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-01 11:00 PM,2019,1,1,23,116.8,183,Unhealthy,142.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 12:00 AM,2019,1,2,0,128.9,189,Unhealthy,141.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 01:00 AM,2019,1,2,1,126.9,188,Unhealthy,125.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 02:00 AM,2019,1,2,2,104.9,177,Unhealthy,83.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 03:00 AM,2019,1,2,3,86.4,167,Unhealthy,68.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 04:00 AM,2019,1,2,4,76.2,162,Unhealthy,66.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 05:00 AM,2019,1,2,5,78.1,163,Unhealthy,80.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 06:00 AM,2019,1,2,6,79.0,163,Unhealthy,80.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 07:00 AM,2019,1,2,7,82.0,165,Unhealthy,85.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 08:00 AM,2019,1,2,8,102.0,175,Unhealthy,122.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 09:00 AM,2019,1,2,9,122.5,186,Unhealthy,143.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 10:00 AM,2019,1,2,10,157.7,208,Very Unhealthy,193.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 11:00 AM,2019,1,2,11,145.8,198,Unhealthy,134.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 12:00 PM,2019,1,2,12,118.4,183,Unhealthy,91.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 01:00 PM,2019,1,2,13,81.7,165,Unhealthy,45.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 02:00 PM,2019,1,2,14,60.3,153,Unhealthy,39.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 03:00 PM,2019,1,2,15,49.6,136,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 04:00 PM,2019,1,2,16,40.8,114,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 05:00 PM,2019,1,2,17,39.4,111,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 06:00 PM,2019,1,2,18,42.7,119,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 07:00 PM,2019,1,2,19,57.8,152,Unhealthy,73.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 08:00 PM,2019,1,2,20,76.4,162,Unhealthy,95.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 09:00 PM,2019,1,2,21,101.7,175,Unhealthy,127.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 10:00 PM,2019,1,2,22,108.3,178,Unhealthy,115.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-02 11:00 PM,2019,1,2,23,93.1,170,Unhealthy,78.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 12:00 AM,2019,1,3,0,84.0,166,Unhealthy,75.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 01:00 AM,2019,1,3,1,81.5,164,Unhealthy,79.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 02:00 AM,2019,1,3,2,76.2,162,Unhealthy,71.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 03:00 AM,2019,1,3,3,69.6,158,Unhealthy,63.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 04:00 AM,2019,1,3,4,60.8,154,Unhealthy,52.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 05:00 AM,2019,1,3,5,57.9,152,Unhealthy,55.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 06:00 AM,2019,1,3,6,58.4,152,Unhealthy,59.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 07:00 AM,2019,1,3,7,70.2,159,Unhealthy,82.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 08:00 AM,2019,1,3,8,90.6,169,Unhealthy,111.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 09:00 AM,2019,1,3,9,140.8,195,Unhealthy,191.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 10:00 AM,2019,1,3,10,149.4,199,Unhealthy,158.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 11:00 AM,2019,1,3,11,127.7,188,Unhealthy,106.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 12:00 PM,2019,1,3,12,91.8,170,Unhealthy,56.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 01:00 PM,2019,1,3,13,66.4,157,Unhealthy,41.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 02:00 PM,2019,1,3,14,46.7,129,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 03:00 PM,2019,1,3,15,36.3,103,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 04:00 PM,2019,1,3,16,31.1,91,Moderate,26.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 05:00 PM,2019,1,3,17,29.5,88,Moderate,28.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 06:00 PM,2019,1,3,18,39.7,111,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 07:00 PM,2019,1,3,19,45.8,126,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 08:00 PM,2019,1,3,20,59.9,153,Unhealthy,74.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 09:00 PM,2019,1,3,21,68.9,158,Unhealthy,78.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 10:00 PM,2019,1,3,22,82.4,165,Unhealthy,96.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-03 11:00 PM,2019,1,3,23,94.2,171,Unhealthy,106.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 12:00 AM,2019,1,4,0,86.6,167,Unhealthy,79.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 01:00 AM,2019,1,4,1,71.8,159,Unhealthy,57.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 02:00 AM,2019,1,4,2,65.4,156,Unhealthy,59.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 03:00 AM,2019,1,4,3,61.2,154,Unhealthy,57.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 04:00 AM,2019,1,4,4,89.1,168,Unhealthy,117.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 05:00 AM,2019,1,4,5,77.0,162,Unhealthy,65.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 06:00 AM,2019,1,4,6,75.0,161,Unhealthy,73.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 07:00 AM,2019,1,4,7,81.5,164,Unhealthy,88.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 08:00 AM,2019,1,4,8,103.2,176,Unhealthy,125.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 09:00 AM,2019,1,4,9,166.1,216,Very Unhealthy,229.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 10:00 AM,2019,1,4,10,167.5,218,Very Unhealthy,169.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 11:00 AM,2019,1,4,11,149.2,199,Unhealthy,131.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 12:00 PM,2019,1,4,12,111.1,180,Unhealthy,73.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 01:00 PM,2019,1,4,13,71.5,159,Unhealthy,32.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 02:00 PM,2019,1,4,14,54.7,148,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 03:00 PM,2019,1,4,15,39.8,112,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 04:00 PM,2019,1,4,16,37.9,107,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 05:00 PM,2019,1,4,17,37.9,107,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 06:00 PM,2019,1,4,18,46.4,128,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 07:00 PM,2019,1,4,19,56.2,151,Unhealthy,66.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 08:00 PM,2019,1,4,20,82.6,165,Unhealthy,109.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 09:00 PM,2019,1,4,21,92.2,170,Unhealthy,102.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 10:00 PM,2019,1,4,22,84.1,166,Unhealthy,76.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-04 11:00 PM,2019,1,4,23,85.0,166,Unhealthy,86.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 12:00 AM,2019,1,5,0,89.0,168,Unhealthy,93.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 01:00 AM,2019,1,5,1,90.0,169,Unhealthy,91.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 02:00 AM,2019,1,5,2,90.0,169,Unhealthy,90.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 03:00 AM,2019,1,5,3,75.0,161,Unhealthy,60.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 04:00 AM,2019,1,5,4,72.5,160,Unhealthy,70.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 05:00 AM,2019,1,5,5,76.2,162,Unhealthy,80.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 06:00 AM,2019,1,5,6,84.8,166,Unhealthy,95.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 07:00 AM,2019,1,5,7,93.8,171,Unhealthy,105.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 08:00 AM,2019,1,5,8,121.6,185,Unhealthy,148.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 09:00 AM,2019,1,5,9,172.8,223,Very Unhealthy,224.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 10:00 AM,2019,1,5,10,174.9,225,Very Unhealthy,177.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 11:00 AM,2019,1,5,11,144.9,197,Unhealthy,115.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 12:00 PM,2019,1,5,12,132.9,191,Unhealthy,121.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 01:00 PM,2019,1,5,13,93.4,171,Unhealthy,54.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 02:00 PM,2019,1,5,14,72.7,160,Unhealthy,52.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 03:00 PM,2019,1,5,15,63.8,155,Unhealthy,55.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 04:00 PM,2019,1,5,16,54.9,149,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 05:00 PM,2019,1,5,17,51.4,140,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 06:00 PM,2019,1,5,18,54.7,148,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 07:00 PM,2019,1,5,19,78.8,163,Unhealthy,103.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 08:00 PM,2019,1,5,20,100.4,174,Unhealthy,122.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 09:00 PM,2019,1,5,21,154.2,205,Very Unhealthy,208.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 10:00 PM,2019,1,5,22,146.6,198,Unhealthy,139.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-05 11:00 PM,2019,1,5,23,178.3,229,Very Unhealthy,210.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 12:00 AM,2019,1,6,0,158.1,209,Very Unhealthy,138.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 01:00 AM,2019,1,6,1,142.5,196,Unhealthy,127.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 02:00 AM,2019,1,6,2,120.2,184,Unhealthy,98.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 03:00 AM,2019,1,6,3,107.1,178,Unhealthy,94.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 04:00 AM,2019,1,6,4,101.5,175,Unhealthy,96.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 05:00 AM,2019,1,6,5,95.7,172,Unhealthy,90.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 06:00 AM,2019,1,6,6,95.9,172,Unhealthy,96.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 07:00 AM,2019,1,6,7,112.4,180,Unhealthy,129.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 08:00 AM,2019,1,6,8,128.7,189,Unhealthy,145.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 09:00 AM,2019,1,6,9,164.8,215,Very Unhealthy,201.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 10:00 AM,2019,1,6,10,175.4,226,Very Unhealthy,186.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 11:00 AM,2019,1,6,11,154.2,205,Very Unhealthy,133.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 12:00 PM,2019,1,6,12,109.5,179,Unhealthy,65.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 01:00 PM,2019,1,6,13,76.2,162,Unhealthy,43.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 02:00 PM,2019,1,6,14,56.1,151,Unhealthy,36.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 03:00 PM,2019,1,6,15,55.5,151,Unhealthy,55.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 04:00 PM,2019,1,6,16,52.2,142,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 05:00 PM,2019,1,6,17,51.1,139,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 06:00 PM,2019,1,6,18,56.5,152,Unhealthy,62.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 07:00 PM,2019,1,6,19,76.7,162,Unhealthy,97.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 08:00 PM,2019,1,6,20,120.3,184,Unhealthy,164.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 09:00 PM,2019,1,6,21,114.6,182,Unhealthy,109.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 10:00 PM,2019,1,6,22,163.8,214,Very Unhealthy,213.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-06 11:00 PM,2019,1,6,23,189.9,240,Very Unhealthy,216.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 12:00 AM,2019,1,7,0,133.4,191,Unhealthy,77.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 01:00 AM,2019,1,7,1,113.7,181,Unhealthy,94.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 02:00 AM,2019,1,7,2,120.3,184,Unhealthy,127.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 03:00 AM,2019,1,7,3,110.6,179,Unhealthy,101.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 04:00 AM,2019,1,7,4,115.3,182,Unhealthy,120.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 05:00 AM,2019,1,7,5,109.1,179,Unhealthy,103.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 06:00 AM,2019,1,7,6,120.6,185,Unhealthy,132.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 07:00 AM,2019,1,7,7,124.3,187,Unhealthy,128.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 08:00 AM,2019,1,7,8,131.6,190,Unhealthy,139.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 09:00 AM,2019,1,7,9,158.3,209,Very Unhealthy,185.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 10:00 AM,2019,1,7,10,179.1,229,Very Unhealthy,200.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 11:00 AM,2019,1,7,11,128.5,189,Unhealthy,78.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 12:00 PM,2019,1,7,12,73.7,160,Unhealthy,19.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 01:00 PM,2019,1,7,13,44.8,124,Unhealthy for Sensitive Groups,16.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 02:00 PM,2019,1,7,14,28.9,86,Moderate,13.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 03:00 PM,2019,1,7,15,21.9,72,Moderate,15.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 04:00 PM,2019,1,7,16,18.4,64,Moderate,15.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 05:00 PM,2019,1,7,17,21.2,70,Moderate,24.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 06:00 PM,2019,1,7,18,47.1,130,Unhealthy for Sensitive Groups,73.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 07:00 PM,2019,1,7,19,86.0,167,Unhealthy,125.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 08:00 PM,2019,1,7,20,110.5,179,Unhealthy,135.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 09:00 PM,2019,1,7,21,154.2,205,Very Unhealthy,198.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 10:00 PM,2019,1,7,22,186.6,237,Very Unhealthy,219.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-07 11:00 PM,2019,1,7,23,179.8,230,Very Unhealthy,173.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 12:00 AM,2019,1,8,0,156.9,207,Very Unhealthy,134.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 01:00 AM,2019,1,8,1,127.9,188,Unhealthy,99.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 02:00 AM,2019,1,8,2,99.9,174,Unhealthy,72.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 03:00 AM,2019,1,8,3,93.0,170,Unhealthy,86.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 04:00 AM,2019,1,8,4,81.5,164,Unhealthy,70.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 05:00 AM,2019,1,8,5,80.2,164,Unhealthy,79.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 06:00 AM,2019,1,8,6,80.6,164,Unhealthy,81.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 07:00 AM,2019,1,8,7,96.3,172,Unhealthy,112.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 08:00 AM,2019,1,8,8,118.1,183,Unhealthy,140.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 09:00 AM,2019,1,8,9,145.0,197,Unhealthy,172.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 10:00 AM,2019,1,8,10,170.0,220,Very Unhealthy,195.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 11:00 AM,2019,1,8,11,166.0,216,Very Unhealthy,162.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 12:00 PM,2019,1,8,12,121.5,185,Unhealthy,77.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 01:00 PM,2019,1,8,13,74.7,161,Unhealthy,28.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 02:00 PM,2019,1,8,14,58.8,153,Unhealthy,43.0,UG/M3,1 Hr
Embassy Kathmandu,PM2.5 - Principal,2019-01-08 03:00 PM,2019,1,8,15,47.9,132,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr
